synonyms,cl_id,cl_label
"lung resident memory CD4-positive, alpha-beta T cell@lung CD4-positive TRM@lung resident memory CD4 T cell",CL:4033038,"lung resident memory CD4-positive, alpha-beta T cell"
"lung resident memory CD8-positive, alpha-beta T cell@lung CD8-positive TRM",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell"
"lung resident memory CD8-positive, CD103-positive, alpha-beta T cell@lung resident memory CD8-positive CD103-positive, alpha-beta T cell@lung TRM CD8-positive, CD103-positive cell@lung TRM CD8-positive, integrin alpha E-positive cell",CL:4033040,"lung resident memory CD8-positive, CD103-positive, alpha-beta T cell"
CCL3-positive alveolar macrophage@alveolar macrophage CCL3-positive,CL:4033041,CCL3-positive alveolar macrophage
metallothionein-positive alveolar macrophage@alveolar macrophage metallothionein-positive@alveolar macrophage MT-positive,CL:4033042,metallothionein-positive alveolar macrophage
lung interstitial macrophage@lung IM,CL:4033043,lung interstitial macrophage
deuterosomal cell,CL:4033044,deuterosomal cell
lung migratory dendritic cell@lung mDC@lung mDCs,CL:4033045,lung migratory dendritic cell
ON midget ganglion cell@inner stratifying midget cell@ON-midget cell@ON-midget RGC,CL:4033046,ON midget ganglion cell
OFF midget ganglion cell@OFF-midget cell@OFF-midget RGC@outer stratifying midget cell,CL:4033047,OFF midget ganglion cell
respiratory tract suprabasal cell@respiratory parabasal cell@respiratory suprabasal cell@respiratory suprabasal progenitor cell,CL:4033048,respiratory tract suprabasal cell
taste receptor cell of tongue@gustatory cell of tongue,CL:4033049,taste receptor cell of tongue
catecholaminergic neuron,CL:4033050,catecholaminergic neuron
OFF parasol ganglion cell@OFF-parasol retinal ganglion cell@OFF-parasol RGC@outer parasol cell,CL:4033051,OFF parasol ganglion cell
ON parasol ganglion cell@inner parasol cell@ON-parasol retinal ganglion cell@ON-parasol RGC,CL:4033052,ON parasol ganglion cell
"small bistratified retinal ganglion cell@Polyak's shrub cell@sbRGC@SBS ganglion cell@small bistratified cell@small bistratified cell, blue-ON/yellow-OFF ganglion cell",CL:4033053,small bistratified retinal ganglion cell
perivascular cell,CL:4033054,perivascular cell
airway submucosal gland duct multiciliated cell@airway submucosal gland duct ciliated cell,CL:4033055,airway submucosal gland duct multiciliated cell
onychocyte,CL:4033056,onychocyte
luminal adaptive secretory precursor cell of mammary gland@AP@AV@ER-negative luminal alveolar progenitor@LASP@LumSec,CL:4033057,luminal adaptive secretory precursor cell of mammary gland
luminal hormone-sensing cell of mammary gland@ER-positive luminal hormone-sensor cell@HS@HS-MEC@LHS@LumHR,CL:4033058,luminal hormone-sensing cell of mammary gland
lactocyte type 1@LC1@LMC major luminal cluster 1@progenitor MEC,CL:4033059,lactocyte type 1
lactocyte type 2@LC2@LMC major luminal cluster 2,CL:4033060,lactocyte type 2
endothelial cell of central vein of liver,CL:4033061,endothelial cell of central vein of liver
interstitial extravillous trophoblast cell@iEVT@interstitial extravillous trophoblast@interstitial trophoblast@invasive interstitial extravillous trophoblast cell,CL:4033062,interstitial extravillous trophoblast cell
endovascular extravillous trophoblast cell@eEVT@endovascular extravillous trophoblast@endovascular trophoblast,CL:4033063,endovascular extravillous trophoblast cell
uterine resident macrophage,CL:4033064,uterine resident macrophage
preplasmablast@pre-plasmablast@prePB@preplasmablastic cell,CL:4033065,preplasmablast
pre-granulosa cell@ovarian pregranulosa cell@PG cell@pregranulosa cell,CL:4033066,pre-granulosa cell
mural granulosa cell@MGC@mural GC,CL:4033067,mural granulosa cell
cycling B cell@proliferating B cell,CL:4033068,cycling B cell
cycling T cell@proliferating T cell,CL:4033069,cycling T cell
cycling dendritic cell@proliferating dendritic cell,CL:4033070,cycling dendritic cell
cycling natural killer cell@proliferating natural killer cell,CL:4033071,cycling natural killer cell
cycling gamma-delta T cell@proliferating gamma-delta T cell,CL:4033072,cycling gamma-delta T cell
cycling monocyte@proliferating monocyte,CL:4033073,cycling monocyte
"cycling CD8-positive, alpha-beta T cell@proliferating CD8-positive, alpha-beta T cell",CL:4033074,"cycling CD8-positive, alpha-beta T cell"
"cycling CD4-positive, alpha-beta T cell@proliferating CD4-positive, alpha-beta T cell",CL:4033075,"cycling CD4-positive, alpha-beta T cell"
cycling macrophage@proliferating macrophage,CL:4033076,cycling macrophage
cycling alveolar macrophage@proliferating alveolar macrophage,CL:4033077,cycling alveolar macrophage
cycling mononuclear phagocyte@proliferating mononuclear phagocyte,CL:4033078,cycling mononuclear phagocyte
cycling endothelial cell of lymphatic vessel@proliferating endothelial cell of lymphatic vessel,CL:4033079,cycling endothelial cell of lymphatic vessel
cycling pulmonary alveolar type 2 cell@proliferating pulmonary alveolar type 2 cell,CL:4033080,cycling pulmonary alveolar type 2 cell
cycling myeloid cell@proliferating myeloid cell,CL:4033081,cycling myeloid cell
cycling basal cell@proliferating basal cell,CL:4033082,cycling basal cell
squamous granulosa cell@flattened granulosa cell@pre-granulosa cell@squamous GC,CL:4033083,squamous granulosa cell
cuboidal granulosa cell@columnar GC@columnar granulosa cell@cuboidal epithelial granulosa cell@cuboidal GC,CL:4033084,cuboidal granulosa cell
diffuse bipolar 5 cell@DB5 cell,CL:4033085,diffuse bipolar 5 cell
lipid-associated macrophage@LAM,CL:4033086,lipid-associated macrophage
placental resident macrophage,CL:4033087,placental resident macrophage
decidual resident macrophage,CL:4033088,decidual resident macrophage
atretic follicular cell of ovary,CL:4033089,atretic follicular cell of ovary
atretic granulosa cell@apoptotic granulosa cell,CL:4033090,atretic granulosa cell
glycinergic-GABAergic amacrine cell@glycinergic/GABAergic amacrine neuron,CL:4033091,glycinergic-GABAergic amacrine cell
CD57-positive enterocyte@CD57+ enterocyte,CL:4033092,CD57-positive enterocyte
limbal epithelial stem cell of cornea@LESC@limbal epithelial stem cell@limbal stem cell@LSC,CL:4033093,limbal epithelial stem cell of cornea
age-associated B cell@ABC,CL:4033094,age-associated B cell
diffuse bipolar 4a cell@DB4a,CL:4033095,diffuse bipolar 4a cell
diffuse bipolar 4b cell@DB4b,CL:4033096,diffuse bipolar 4b cell
Schlemm's canal endothelial cell@SC endothelial cell@SEC,CL:4033097,Schlemm's canal endothelial cell
inner wall Schlemm's canal endothelial cell@HSCIW cell,CL:4033098,inner wall Schlemm's canal endothelial cell
outer wall Schlemm's canal endothelial cell,CL:4033099,outer wall Schlemm's canal endothelial cell
atrial intrinsic cardiac ganglion TH neuron,CL:4033100,atrial intrinsic cardiac ganglion TH neuron
superior cervical ganglion TH/DBH neuron,CL:4033101,superior cervical ganglion TH/DBH neuron
superior cervical ganglion TH neuron,CL:4033102,superior cervical ganglion TH neuron
superior cervical ganglion NPY neuron,CL:4033103,superior cervical ganglion NPY neuron
superior cervical ganglion TH/NPY neuron,CL:4033104,superior cervical ganglion TH/NPY neuron
superior cervical ganglion SST neuron,CL:4033105,superior cervical ganglion SST neuron
superior cervical ganglion VIP neuron,CL:4033106,superior cervical ganglion VIP neuron
superior cervical ganglion CGRP neuron,CL:4033107,superior cervical ganglion CGRP neuron
middle cervical ganglion DBH neuron,CL:4033108,middle cervical ganglion DBH neuron
middle cervical ganglion TH neuron,CL:4033109,middle cervical ganglion TH neuron
middle cervical ganglion TH/NPY neuron,CL:4033110,middle cervical ganglion TH/NPY neuron
middle cervical ganglion NPY neuron,CL:4033111,middle cervical ganglion NPY neuron
middle cervical ganglion VIP neuron,CL:4033112,middle cervical ganglion VIP neuron
cervicothoracic ganglion enkephalin neuron,CL:4033113,cervicothoracic ganglion enkephalin neuron
cervicothoracic ganglion TH neuron,CL:4033114,cervicothoracic ganglion TH neuron
cervicothoracic ganglion TH/NPY neuron,CL:4033115,cervicothoracic ganglion TH/NPY neuron
cervicothoracic ganglion VIP neuron,CL:4033116,cervicothoracic ganglion VIP neuron
cervicothoracic ganglion VAChT neuron,CL:4033117,cervicothoracic ganglion VAChT neuron
thoracic ganglion enkephalin neuron,CL:4033118,thoracic ganglion enkephalin neuron
thoracic ganglion TH neuron,CL:4033119,thoracic ganglion TH neuron
thoracic ganglion TH/NPY neuron,CL:4033120,thoracic ganglion TH/NPY neuron
lumbar ganglion VIP neuron,CL:4033121,lumbar ganglion VIP neuron
lumbar ganglion SST/TH neuron,CL:4033122,lumbar ganglion SST/TH neuron
lumbar ganglion TH/NPY neuron,CL:4033123,lumbar ganglion TH/NPY neuron
lumbar ganglion TH neuron,CL:4033124,lumbar ganglion TH neuron
lumbar ganglion NPY neuron,CL:4033125,lumbar ganglion NPY neuron
sacral ganglion TH neuron,CL:4033126,sacral ganglion TH neuron
lower airway ganglion ChAT/VIP neuron,CL:4033127,lower airway ganglion ChAT/VIP neuron
celiac ganglion VIP neuron,CL:4033128,celiac ganglion VIP neuron
celiac ganglion PHI neuron,CL:4033129,celiac ganglion PHI neuron
celiac ganglion CGRP neuron,CL:4033130,celiac ganglion CGRP neuron
celiac ganglion SP neuron,CL:4033131,celiac ganglion SP neuron
celiac ganglion SOM neuron,CL:4033132,celiac ganglion SOM neuron
celiac ganglion SOM/CGRP neuron,CL:4033133,celiac ganglion SOM/CGRP neuron
superior mesenteric ganglion SP neuron,CL:4033134,superior mesenteric ganglion SP neuron
inferior mesenteric ganglion TH neuron,CL:4033135,inferior mesenteric ganglion TH neuron
inferior mesenteric ganglion SP neuron,CL:4033136,inferior mesenteric ganglion SP neuron
otic ganglion nNOS neuron,CL:4033137,otic ganglion nNOS neuron
otic ganglion VIP neuron,CL:4033138,otic ganglion VIP neuron
ciliary ganglion VIP/PHI neuron,CL:4033139,ciliary ganglion VIP/PHI neuron
ciliary ganglion TH neuron,CL:4033140,ciliary ganglion TH neuron
submandibular ganglion TH cholinergic neuron,CL:4033141,submandibular ganglion TH cholinergic neuron
submandibular ganglion VIP/PHI neuron,CL:4033142,submandibular ganglion VIP/PHI neuron
submandibular ganglion nNOS neuron,CL:4033143,submandibular ganglion nNOS neuron
pterygopalatine ganglion VIP/PHI neuron,CL:4033144,pterygopalatine ganglion VIP/PHI neuron
pterygopalatine ganglion VIP neuron,CL:4033145,pterygopalatine ganglion VIP neuron
pterygopalatine ganglion nNOS neuron,CL:4033146,pterygopalatine ganglion nNOS neuron
vestibular ganglion SP neuron,CL:4033147,vestibular ganglion SP neuron
nodose ganglion TRPV1 neuron,CL:4033148,nodose ganglion TRPV1 neuron
nodose ganglion P2X3 neuron,CL:4033149,nodose ganglion P2X3 neuron
nodose ganglion TRPV2 neuron,CL:4033150,nodose ganglion TRPV2 neuron
nodose ganglion PVALB neuron,CL:4033151,nodose ganglion PVALB neuron
jugular ganglion TRPV1 neuron,CL:4033152,jugular ganglion TRPV1 neuron
jugular ganglion TRPV2 neuron,CL:4033153,jugular ganglion TRPV2 neuron
jugular ganglion SP neuron,CL:4033154,jugular ganglion SP neuron
jugular ganglion CGRP neuron,CL:4033155,jugular ganglion CGRP neuron
jugular ganglion SPARCL1 neuron,CL:4033156,jugular ganglion SPARCL1 neuron
geniculate ganglion TRPV1 neuron,CL:4033157,geniculate ganglion TRPV1 neuron
geniculate ganglion SPARCL1 neuron,CL:4033158,geniculate ganglion SPARCL1 neuron
geniculate ganglion VGLUT2 neuron,CL:4033159,geniculate ganglion VGLUT2 neuron
myenteric ganglion of small intestine ChAT neuron,CL:4033160,myenteric ganglion of small intestine ChAT neuron
myenteric ganglion of small intestine nNOS neuron,CL:4033161,myenteric ganglion of small intestine nNOS neuron
myenteric ganglion of small intestine VIP neuron,CL:4033162,myenteric ganglion of small intestine VIP neuron
myenteric ganglion of small intestine nNOS/VIP neuron,CL:4033163,myenteric ganglion of small intestine nNOS/VIP neuron
myenteric ganglion of small intestine nNOS/ChAT neuron,CL:4033164,myenteric ganglion of small intestine nNOS/ChAT neuron
myenteric ganglion of small intestine ChAT/CALR/SOM/SP neuron,CL:4033165,myenteric ganglion of small intestine ChAT/CALR/SOM/SP neuron
myenteric ganglion of small intestine VIP/GAL neuron,CL:4033166,myenteric ganglion of small intestine VIP/GAL neuron
pelvic ganglion TH neuron,CL:4033167,pelvic ganglion TH neuron
pelvic ganglion TH/DBH neuron,CL:4033168,pelvic ganglion TH/DBH neuron
pelvic ganglion VAChT neuron,CL:4033169,pelvic ganglion VAChT neuron
pelvic ganglion nNOS neuron,CL:4033170,pelvic ganglion nNOS neuron
pelvic ganglion nNOS/VIP neuron,CL:4033171,pelvic ganglion nNOS/VIP neuron
pelvic ganglion NPY/VAChT neuron,CL:4033172,pelvic ganglion NPY/VAChT neuron
pelvic ganglion nNOS/VAChT neuron,CL:4033173,pelvic ganglion nNOS/VAChT neuron
ovarian nerve plexus ganglion TH neuron,CL:4033174,ovarian nerve plexus ganglion TH neuron
glial restricted tripotential precursor cell@GRP cell@tripotential glial-restricted precursor cell,CL:4040000,glial restricted tripotential precursor cell
chorionic girdle cell@equine chorionic girdle cell,CL:4040001,chorionic girdle cell
enteroglial cell@enteric glia@enteric glial cell,CL:4040002,enteroglial cell
fetal pre-type II pulmonary alveolar epithelial cell@fetal alveolar pre-type II epithelial cell@fetal pre-type 2 pneumocyte@fetal pre-type II alveolar epithelial cell@fetal pre-type II pneumocyte,CL:4040003,fetal pre-type II pulmonary alveolar epithelial cell
mesenchymal stem cell of orbital adipose tissue@OAMSC@orbital adipose-derived mesenchymal stem cell@Orbital ASCs,CL:4040004,mesenchymal stem cell of orbital adipose tissue
mesenchymal stem cell of apical papilla@SCAP@SCAPs,CL:4040005,mesenchymal stem cell of apical papilla
dermal chromatophore,CL:4040006,dermal chromatophore
TAC3-positive striatal interneuron@TAC3 interneuron,CL:4042001,TAC3-positive striatal interneuron
TAC3-positive medium spiny neuron@D1Sh TAC3 archetype@TAC3-positive D1Sh-MSN@TAC3-positive MSN,CL:4042002,TAC3-positive medium spiny neuron
border associated macrophage@BAM@CAM@CNS-associated macrophage,CL:4042003,border associated macrophage
choroid epiplexus macrophage@cpepiMΦ@epiplexus cpMΦ@Kolmer’s cell,CL:4042004,choroid epiplexus macrophage
stromal choroid plexus macrophage@cpstMΦ@stromal cpMΦ,CL:4042005,stromal choroid plexus macrophage
dural macrophage@dmMΦ,CL:4042006,dural macrophage
protoplasmic astrocyte,CL:4042007,protoplasmic astrocyte
fibrous astrocyte,CL:4042008,fibrous astrocyte
interlaminar astrocyte@ILA,CL:4042009,interlaminar astrocyte
pial interlaminar astrocyte,CL:4042010,pial interlaminar astrocyte
subpial interlaminar astrocyte,CL:4042011,subpial interlaminar astrocyte
L2 marginal neuron@L2MN@layer 2 marginal neuron,CL:4042012,L2 marginal neuron
Lamp5 Lhx6 neuron@Ivy cell@Lamp5-Lhx6 type,CL:4042013,Lamp5 Lhx6 neuron
spiny VIP neuron@multipolar VIP neuron@superficial VIP-positive spiny neuron,CL:4042014,spiny VIP neuron
VIP-ChAT interneuron@VChI@VIP+/ChAT+ cell@VIP+/ChAT+ interneuron@VIP/ChAT interneuron,CL:4042015,VIP-ChAT interneuron
nasal serous secreting cell@nasal mucous secretory cell,CL:4042016,nasal serous secreting cell
alpha1-tanycyte@DMH tanycyte@VMH tanycyte,CL:4042017,alpha1-tanycyte
alpha2-tanycyte@dmARH tanycyte,CL:4042018,alpha2-tanycyte
beta1-tanycyte@vmARH tanycyte,CL:4042019,beta1-tanycyte
beta2-tanycyte@ME tanycyte,CL:4042020,beta2-tanycyte
neuronal-restricted precursor@NRP,CL:4042021,neuronal-restricted precursor
astrocyte-restricted precursor@ARP@astrocyte precursor cell,CL:4042022,astrocyte-restricted precursor
striatal pthlh-expressing interneuron@PTHLH/PVALB cell@PTHLH +/PVALB+ interneuron,CL:4042023,striatal pthlh-expressing interneuron
striatal PTHLH MOXD1 expressing interneuron,CL:4042024,striatal PTHLH MOXD1 expressing interneuron
substantia nigra dopaminergic neuron,CL:4042025,substantia nigra dopaminergic neuron
GABAergic interneuron of the anterior substantia nigra pars reticulata@aSNpr,CL:4042026,GABAergic interneuron of the anterior substantia nigra pars reticulata
GABAergic interneuron of the posterior substantia nigra pars reticulata@pSNpr,CL:4042027,GABAergic interneuron of the posterior substantia nigra pars reticulata
immature neuron@IN,CL:4042028,immature neuron
cortical immature neuron@cIN,CL:4042029,cortical immature neuron
candelabrum cell@candelabrum interneuron@CC,CL:4042030,candelabrum cell
